"","sample","matrix","collect_date","lab_sample","sample_type","location","rec_date","anl_batch","prp_batch","extraction_code","extracted_date","analyte","dissolved","cas_number","analyte_flag","analytical_method","resultflag","repdl","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovered","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","allowable_limit","analysis_group","method_order","analyte_order","analyst","loq","lod","detection_limit","lab_name","extracted_date_time","collect_time","rec_time","run_time","run_date","extracted_time","cas_no","dilution_factor","average","sample_condition","note","monitoring_location_name","monitoring_location_id","epa_analysis_id","context_code","result"
"507","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628204","CB",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","U",10,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:25:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"508","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628206","CB",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","U",10,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:41:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"509","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628208","CB",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","U",10,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:22:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"510","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628210","CB",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","J",10,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",6.21
"511","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628212","CB",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","J",10,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:01:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",13.6
"512","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628205","CCV",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",50,"ug/L",5,100,100,2500,101,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",100,50,30,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:23:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2530
"513","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628207","CCV",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",50,"ug/L",5,100,100,2500,99.3,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",100,50,30,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2480
"514","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628209","CCV",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",50,"ug/L",5,100,100,2500,101,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",100,50,30,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:20:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2530
"515","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628211","CCV",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",50,"ug/L",5,100,100,2500,95.8,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",100,50,30,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:36:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2390
"516","ICV_for_HBN_1823580_(MMS/11228","Water",NA,"1628214","ICV",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",50,"ug/L",5,100,100,2500,101,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",100,50,30,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:56:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2530
"517","LABREFQC","Water",2021-07-27,"1627155","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Magnesium",".","7439-95-4","N","200.8","U",25,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:14:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"518","LABREFQC","Water",2021-07-27,"1627157","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Magnesium",".","7439-95-4","N","200.8","=",25,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,12:00:00,17:29:00,09:20:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",4390
"519","LCS_for_HBN_1823321_[MXX/34483","Water",NA,"1627153","LCS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Magnesium",".","7439-95-4","N","200.8","=",25,"ug/L",1,20,50,10000,98.1,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:09:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",9810
"520","LLQC_for_HBN_1823321_[MXX/3448","Water",NA,"1627154","LLQC",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Magnesium",".","7439-95-4","N","200.8","=",25,"ug/L",1,20,50,50,142,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:12:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",71.2
"521","MB_for_HBN_1823321_[MXX/34483]","Water",NA,"1627152","MB",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Magnesium",".","7439-95-4","N","200.8","U",25,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",50,25,15,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:06:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"522","QCS_for_HBN_1823580_(MMS/11228","Water",NA,"1628213","QCS",NA,2021-08-05,"MMS11228","","",NA,"Magnesium",".","7439-95-4","N","200.8","=",10,"ug/L",1,100,100,6250,100,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,14,"AKA",20,10,6,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:59:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",6270
"523","1627155_MS_FOR_[MXX34483]","Water",2021-07-27,"1627156","MS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","=",0.5,"ug/L",1,20,50,500,97.3,70,130,0,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:17:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",487
"524","1627157_MS_FOR_[MXX34483]","Water",2021-07-27,"1627158","MS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","=",0.5,"ug/L",1,20,50,500,97.7,70,130,1.63,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,12:00:00,17:29:00,09:22:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",490
"525","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628204","CB",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","U",0.2,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:25:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"526","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628206","CB",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","U",0.2,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:41:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"527","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628208","CB",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","U",0.2,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:22:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"528","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628210","CB",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","U",0.2,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"529","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628212","CB",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","J",0.2,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:01:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.241
"530","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628205","CCV",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",1,"ug/L",5,100,100,50,96.9,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",2,1,0.7,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:23:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",48.4
"531","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628207","CCV",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",1,"ug/L",5,100,100,50,98.9,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",2,1,0.7,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",49.5
"532","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628209","CCV",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",1,"ug/L",5,100,100,50,99,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",2,1,0.7,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:20:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",49.5
"533","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628211","CCV",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",1,"ug/L",5,100,100,50,92.4,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",2,1,0.7,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:36:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",46.2
"534","ICV_for_HBN_1823580_(MMS/11228","Water",NA,"1628214","ICV",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",1,"ug/L",5,100,100,50,99.5,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",2,1,0.7,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:56:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",49.7
"535","LABREFQC","Water",2021-07-27,"1627155","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","U",0.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:14:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"536","LABREFQC","Water",2021-07-27,"1627157","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","=",0.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,12:00:00,17:29:00,09:20:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1.63
"537","LCS_for_HBN_1823321_[MXX/34483","Water",NA,"1627153","LCS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","=",0.5,"ug/L",1,20,50,500,97.5,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:09:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",487
"538","LLQC_for_HBN_1823321_[MXX/3448","Water",NA,"1627154","LLQC",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","=",0.5,"ug/L",1,20,50,1,200,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:12:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2
"539","MB_for_HBN_1823321_[MXX/34483]","Water",NA,"1627152","MB",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Manganese",".","7439-96-5","N","200.8","U",0.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",1,0.5,0.35,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:06:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"540","QCS_for_HBN_1823580_(MMS/11228","Water",NA,"1628213","QCS",NA,2021-08-05,"MMS11228","","",NA,"Manganese",".","7439-96-5","N","200.8","=",0.2,"ug/L",1,100,100,125,98.5,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,15,"AKA",0.4,0.2,0.14,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:59:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",123
"541","1627155_MS_FOR_[MXX34483]","Water",2021-07-27,"1627156","MS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","=",1,"ug/L",1,20,50,400,95,70,130,1.42,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:17:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",381
"542","1627157_MS_FOR_[MXX34483]","Water",2021-07-27,"1627158","MS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","=",1,"ug/L",1,20,50,400,95.5,70,130,1.09,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,12:00:00,17:29:00,09:22:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",383
"543","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628204","CB",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","U",0.4,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:25:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"544","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628206","CB",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","U",0.4,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:41:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"545","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628208","CB",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","U",0.4,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:22:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"546","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628210","CB",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","U",0.4,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"547","CB_for_HBN_1823580_(MMS/11228)","Water",NA,"1628212","CB",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","U",0.4,"ug/L",1,100,100,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:01:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"548","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628205","CCV",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",2,"ug/L",5,100,100,20,97.1,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",4,2,1.24,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,11:23:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",19.4
"549","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628207","CCV",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",2,"ug/L",5,100,100,20,96.3,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",4,2,1.24,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:39:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",19.3
"550","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628209","CCV",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",2,"ug/L",5,100,100,20,97.9,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",4,2,1.24,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,10:20:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",19.6
"551","CCV_for_HBN_1823580_(MMS/11228","Water",NA,"1628211","CCV",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",2,"ug/L",5,100,100,20,97.4,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",4,2,1.24,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,09:36:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",19.5
"552","ICV_for_HBN_1823580_(MMS/11228","Water",NA,"1628214","ICV",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",2,"ug/L",5,100,100,20,98.6,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",4,2,1.24,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:56:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",19.7
"553","LABREFQC","Water",2021-07-27,"1627155","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","J",1,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:14:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1.42
"554","LABREFQC","Water",2021-07-27,"1627157","OS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","J",1,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,12:00:00,17:29:00,09:20:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1.09
"555","LCS_for_HBN_1823321_[MXX/34483","Water",NA,"1627153","LCS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","=",1,"ug/L",1,20,50,400,94.1,85,115,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:09:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",376
"556","LLQC_for_HBN_1823321_[MXX/3448","Water",NA,"1627154","LLQC",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","=",1,"ug/L",1,20,50,2,130,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:12:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",2.6
"557","MB_for_HBN_1823321_[MXX/34483]","Water",NA,"1627152","MB",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Molybdenum",".","7439-98-7","N","200.8","U",1,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,NA,17:27:00,09:06:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"558","QCS_for_HBN_1823580_(MMS/11228","Water",NA,"1628213","QCS",NA,2021-08-05,"MMS11228","","",NA,"Molybdenum",".","7439-98-7","N","200.8","=",0.4,"ug/L",1,100,100,50,96.6,90,110,NA,NA,NA,NA,3,"","Metals by ICP/MS (Provisional Cert)",15,16,"AKA",0.8,0.4,0.248,"SGS North America, Anchorage, Alaska",NA,NA,15:42:00,08:59:00,2021-08-05,NA,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",48.3
"559","1627155_MS_FOR_[MXX34483]","Water",2021-07-27,"1627156","MS",NA,2021-08-01,"MMS11228","MXX34483","E200.2",2021-08-01,"Nickel",".","7440-02-0","N","200.8","=",1,"ug/L",1,20,50,1000,100,70,130,0,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,17,"AKA",2,1,0.62,"SGS North America, Anchorage, Alaska",2021-08-01 14:32:00,11:00:00,17:27:00,09:17:00,2021-08-05,14:32:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1000
