Project ID,Monitoring Location ID,Activity Media Name,Activity Media Subdivision Name,Activity ID,Activity Start Date,Activity Start Time,Activity Start Time Zone,Activity Latitude,Activity Longitude,Activity Type,Activity Depth/Height Measure,Activity Depth/Height Unit,Activity Comment,Characteristic Name,Result Analytical Method ID,Result Analytical Method Context,Result Value,Result Unit,Result Qualifier,Result Weight Basis,Result Sample Fraction,Result Value Type,Sample Collection Equipment Name,Result Detection Condition,Result Status ID,Result Detection Limit Type 1,Result Detection Limit Value 1,Result Detection Limit Unit 1,Result Detection Limit Type 2,Result Detection Limit Value 2,Result Detection Limit Unit 2,Laboratory Name,Laboratory Comment Text,Analysis Start Date,Analysis Start Time,Analysis Start Time Zone,Thermal Preservative,Sample Container Type,Sample Container Color,Chemical Preservative Used,,"Activity Horizontal Collection Method, Activity Horizontal Reference Datum, Analysis Start Time, Characteristic Name, Result Status ID"
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Se,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Selenium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Si,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Silicon,200.8,USEPA,1540,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,1000,ug/L,Method Detection Level,500,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Ag,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Silver,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Tl,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Thallium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Sn,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Tin,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Ti,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Titanium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,6.25,ug/L,Method Detection Level,3.13,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-V,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Vanadium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Ca,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Calcium,200.8,USEPA,39100,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,2500,ug/L,Method Detection Level,1250,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,11:08:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Mg,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Magnesium,200.8,USEPA,68600,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,250,ug/L,Method Detection Level,125,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,11:08:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000002,Water,Surface Water,KBL_m_01.5-2021-07-27-Na,7/27/2021,10:30:00,AKDT,60.54368,-151.22294,Field Msr/Obs,15,cm,NA,Sodium,200.8,USEPA,595000,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,25000,ug/L,Method Detection Level,12500,ug/L,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,11:10:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Total Nitrate/Nitrite-N,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Total Nitrate/Nitrite-N,4500-NO3(F),APHA,NA,mg/L,U,Sampled,Total,Actual,Water Bottle,Not Detected,,Limit of Quantitation,0.2,mg/L,Method Detection Level,0.1,mg/L,"SGS North America, Anchorage, Alaska",1214655005,8/2/2021,11:54:00,AKDT,Cold packs,Plastic Bottle,Opaque,H2SO4,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Total P,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Total Phosphorus,4500-P-E,APHA,0.0586,mg/L,=,Sampled,Total,Actual,Water Bottle,NA,,Limit of Quantitation,0.04,mg/L,Method Detection Level,0.02,mg/L,"SGS North America, Anchorage, Alaska",1214655005,8/2/2021,17:14:00,AKDT,Cold packs,Plastic Bottle,Opaque,H2SO4,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Al,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Aluminum,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Sb,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Antimony,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Ba,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Barium,200.8,USEPA,13,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,3,ug/L,Method Detection Level,1.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Be,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Beryllium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,0.4,ug/L,Method Detection Level,0.2,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Ca,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Calcium,200.8,USEPA,20100,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Co,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Cobalt,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,4,ug/L,Method Detection Level,2,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Fe,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Iron,200.8,USEPA,1020,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,250,ug/L,Method Detection Level,125,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Mg,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Magnesium,200.8,USEPA,3860,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,50,ug/L,Method Detection Level,25,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Mn,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Manganese,200.8,USEPA,170,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Mo,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Molybdenum,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Ni,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Nickel,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-P,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Phosphorus,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,200,ug/L,Method Detection Level,100,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-K,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Potassium,200.8,USEPA,1300,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Se,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Selenium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Si,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Silicon,200.8,USEPA,10300,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,1000,ug/L,Method Detection Level,500,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Ag,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Silver,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Na,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Sodium,200.8,USEPA,5090,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Tl,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Thallium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Sn,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Tin,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-Ti,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Titanium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,6.25,ug/L,Method Detection Level,3.13,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000015,Water,Surface Water,KBL_t_10.0-2021-07-27-V,7/27/2021,9:50:00,AKDT,60.548029,-151.14324,Field Msr/Obs,15,cm,NA,Vanadium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,"SGS North America, Anchorage, Alaska",1214655029,8/5/2021,10:03:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Total Nitrate/Nitrite-N,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Total Nitrate/Nitrite-N,4500-NO3(F),APHA,NA,mg/L,U,Sampled,Total,Actual,Water Bottle,Not Detected,,Limit of Quantitation,0.2,mg/L,Method Detection Level,0.1,mg/L,"SGS North America, Anchorage, Alaska",1214655006,8/2/2021,11:56:00,AKDT,Cold packs,Plastic Bottle,Opaque,H2SO4,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Total P,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Total Phosphorus,4500-P-E,APHA,NA,mg/L,U,Sampled,Total,Actual,Water Bottle,Not Detected,,Limit of Quantitation,0.04,mg/L,Method Detection Level,0.02,mg/L,"SGS North America, Anchorage, Alaska",1214655006,8/2/2021,17:15:00,AKDT,Cold packs,Plastic Bottle,Opaque,H2SO4,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Al,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Aluminum,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Sb,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Antimony,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Ba,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Barium,200.8,USEPA,8.79,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,3,ug/L,Method Detection Level,1.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Be,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Beryllium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,0.4,ug/L,Method Detection Level,0.2,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Ca,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Calcium,200.8,USEPA,14000,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Co,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Cobalt,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,4,ug/L,Method Detection Level,2,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Fe,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Iron,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,250,ug/L,Method Detection Level,125,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Mg,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Magnesium,200.8,USEPA,988,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,50,ug/L,Method Detection Level,25,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Mn,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Manganese,200.8,USEPA,2.11,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Mo,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Molybdenum,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Ni,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Nickel,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-P,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Phosphorus,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,200,ug/L,Method Detection Level,100,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-K,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Potassium,200.8,USEPA,826,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Se,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Selenium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Si,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Silicon,200.8,USEPA,1550,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,1000,ug/L,Method Detection Level,500,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Ag,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Silver,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Na,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Sodium,200.8,USEPA,1420,ug/L,=,Sampled,"Filtered, field",Actual,Water Bottle,NA,,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Tl,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Thallium,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
10000007,KENAI_WQX-10000016,Water,Surface Water,KBL_m_10.1-2021-07-27-Sn,7/27/2021,10:10:00,AKDT,60.539279,-151.142263,Field Msr/Obs,15,cm,NA,Tin,200.8,USEPA,NA,ug/L,U,Sampled,"Filtered, field",Actual,Water Bottle,Not Detected,,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,"SGS North America, Anchorage, Alaska",1214655030,8/5/2021,10:06:00,AKDT,Cold packs,Plastic Bottle,Opaque,HNO3,,
