"","monitoring_location_id","activity_media_name","activity_media_subdivision_name","activity_id","activity_start_date","activity_start_time","activity_end_date","activity_end_time","activity_latitude","activity_longitude","activity_source_map_scale","activity_type","activity_depth_height_measure","activity_depth_height_unit","activity_top_depth_height_measure","activity_top_depth_height_unit","activity_bottom_depth_height_measure","activity_bottom_depth_height_unit","activity_relative_depth_name","activity_comment","characteristic_name","result_analytical_method_id","result_analytical_method_context","method_speciation","result_value","result_unit","result_qualifier","result_weight_basis","statistical_base_code","result_sample_fraction","result_value_type","result_comment","sample_collection_method_id","equipment_id","result_detection_condition","result_detection_limit_type_1","result_detection_limit_value_1","result_detection_limit_unit_1","result_detection_limit_type_2","result_detection_limit_value_2","result_detection_limit_unit_2","laboratory_accreditation_indicator","laboratory_name","laboratory_sample_id","analysis_start_date","analysis_start_time","biological_intent","subject_taxonomic_name","thermal_preservative","sample_container_type","sample_container_color","chemical_preservative","resultFlag"
"649","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Total Ca","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,10,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-006","2021-05-21","16:12:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"650","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Total Fe","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.471,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-006","2021-05-21","16:12:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"651","KR RM 12.5","Water","Surface Water","KR RM 12.5-2021-05-11-Total Mg","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,1.28,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-006","2021-05-21","16:12:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"652","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Total Ca","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,10.1,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-007","2021-05-21","16:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"653","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Total Fe","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.546,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-007","2021-05-21","16:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"654","KR RM 18","Water","Surface Water","KR RM 18-2021-05-11-Total Mg","2021-05-11","11:25:00",NA,NA,60.502005,"-151.10697300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,1.27,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-007","2021-05-21","16:15:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"655","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Total Ca","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,7.8,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-008","2021-05-21","16:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"656","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Total Fe","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.605,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-008","2021-05-21","16:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"657","KR RM 19 SC","Water","Surface Water","KR RM 19 SC-2021-05-11-Total Mg","2021-05-11","12:09:00",NA,NA,60.482318,"-151.12705299999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,2.3,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-008","2021-05-21","16:18:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"658","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Total Ca","2021-05-11","09:53:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,9.59,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-009","2021-05-21","16:20:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"659","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Total Fe","2021-05-11","09:53:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.526,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-009","2021-05-21","16:20:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"660","KR RM 21","Water","Surface Water","KR RM 21-2021-05-11-Total Mg","2021-05-11","09:53:00",NA,NA,60.476634,"-151.082099",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,1.3,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-009","2021-05-21","16:20:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"661","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Ca-DUP","2021-05-11","10:17:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,9.04,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-010","2021-05-21","16:23:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"662","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Fe-DUP","2021-05-11","10:17:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,4.62,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-010","2021-05-21","16:23:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"663","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Mg-DUP","2021-05-11","10:17:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,4.06,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-010","2021-05-21","16:23:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"664","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Ca","2021-05-11","10:12:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,9.07,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-011","2021-05-21","16:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"665","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Fe","2021-05-11","10:12:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,4.35,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-011","2021-05-21","16:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"666","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-05-11-Total Mg","2021-05-11","10:12:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,4.04,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-011","2021-05-21","16:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"667","KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Total Ca","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,50.7,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-012","2021-05-21","16:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"668","KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Total Fe","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,7.3,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-012","2021-05-21","16:28:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"669","KR RM 74 RR","Water","Surface Water","KR RM 74 RR-2021-05-11-Total Mg","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,134,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.11,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-012","2021-05-21","19:09:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"670","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Total Ca","2021-05-11","09:15:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,11.4,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-013","2021-05-21","16:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"671","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Total Fe","2021-05-11","09:15:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,5.6,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-013","2021-05-21","16:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"672","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-05-11-Total Mg","2021-05-11","09:15:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,2.97,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-013","2021-05-21","16:31:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"673","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-05-11-Total Ca","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,11.1,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-014","2021-05-21","16:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"674","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-05-11-Total Fe","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,2.83,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-014","2021-05-21","16:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"675","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-05-11-Total Mg","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,2.86,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2105405-014","2021-05-21","16:33:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"676","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Ca","2021-07-27","09:30:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,13.8,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-001","2021-08-23","11:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"677","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Fe","2021-07-27","09:30:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,2.39,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-001","2021-08-23","11:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"678","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Mg","2021-07-27","09:30:00",NA,NA,60.550888,"-151.268417",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,7.23,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-001","2021-08-23","11:21:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"679","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Ca-DUP","2021-07-27","09:45:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,13.7,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-002","2021-08-23","11:29:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"680","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Fe-DUP","2021-07-27","09:45:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,2.51,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-002","2021-08-23","11:29:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"681","KR RM 0 NNC","Water","Surface Water","KR RM 0 NNC-2021-07-27-Total Mg-DUP","2021-07-27","09:45:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,6.95,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-002","2021-08-23","11:29:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"682","KR RM 1.5","Water","Surface Water","KR RM 1.5-2021-07-27-Total Ca","2021-07-27","10:30:00",NA,NA,60.54368,"-151.22293999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,33.7,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-003","2021-08-23","11:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"683","KR RM 1.5","Water","Surface Water","KR RM 1.5-2021-07-27-Total Fe","2021-07-27","10:30:00",NA,NA,60.54368,"-151.22293999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,3.24,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-003","2021-08-23","11:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"684","KR RM 1.5","Water","Surface Water","KR RM 1.5-2021-07-27-Total Mg","2021-07-27","10:30:00",NA,NA,60.54368,"-151.22293999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,66.9,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-003","2021-08-23","11:39:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"685","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-07-27-Total Ca","2021-07-27","09:10:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,11.8,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-004","2021-08-23","11:47:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"686","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-07-27-Total Fe","2021-07-27","09:10:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.383,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-004","2021-08-23","11:47:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"687","KR RM 6.5","Water","Surface Water","KR RM 6.5-2021-07-27-Total Mg","2021-07-27","09:10:00",NA,NA,60.54081,"-151.18278000000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,1.1,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-004","2021-08-23","11:47:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"688","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-07-27-Total Ca","2021-07-27","09:50:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,17.3,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-005","2021-08-23","11:50:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"689","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-07-27-Total Fe","2021-07-27","09:50:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,2.17,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-005","2021-08-23","11:50:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"690","KR RM 10 BC","Water","Surface Water","KR RM 10 BC-2021-07-27-Total Mg","2021-07-27","09:50:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Magnesium, Total","200.7","USEPA",NA,3.96,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.0053,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-005","2021-08-23","11:50:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"691","KR RM 10.1","Water","Surface Water","KR RM 10.1-2021-07-27-Total Ca","2021-07-27","10:10:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Calcium, Total","200.7","USEPA",NA,11.8,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-006","2021-08-23","11:52:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
"692","KR RM 10.1","Water","Surface Water","KR RM 10.1-2021-07-27-Total Fe","2021-07-27","10:10:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Iron, Total","200.7","USEPA",NA,0.37,"mg/L","=","Sampled",NA,"Unfiltered","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.021,"mg/L","Method Detection Level",NA,"mg/L",NA,"ALS Environmental, Kelso, Washington","K2108829-006","2021-08-23","11:52:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3",NA
