Monitoring Location ID,Activity Media Name,Activity Media Subdivision Name,Activity ID,Activity Start Date,Activity Start Time,Activity End Date,Activity End Time,Activity Latitude,Activity Longitude,Activity Source Map Scale,Activity Type,Activity Depth/Height Measure,Activity Depth/Height Unit,Activity Top Depth/Height Measure,Activity Top Depth/Height Unit,Activity Bottom Depth/Height Measure,Activity Bottom Depth/Height Unit,Activity Relative Depth Name,Activity Comment,Characteristic Name,Result Analytical Method ID,Result Analytical Method Context,Method Speciation,Result Value,Result Unit,Result Qualifier,Result Weight Basis,Statistical Base Code,Result Sample Fraction,Result Value Type,Result Comment,Sample Collection Method ID,Equipment ID,Result Detection Condition,Result Detection Limit Type 1,Result Detection Limit Value 1,Result Detection Limit Unit 1,Result Detection Limit Type 2,Result Detection Limit Value 2,Result Detection Limit Unit 2,Laboratory Accreditation Indicator,Laboratory Name,Laboratory Sample ID,Analysis Start Date,Analysis Start Time,Biological Intent,Subject Taxonomic Name,Thermal Preservative,Sample Container Type,Sample Container Color,Chemical Preservative
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Co-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Cobalt,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,4,ug/L,Method Detection Level,2,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Cu-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Copper,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Fe-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Iron,200.8,USEPA,,625,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,250,ug/L,Method Detection Level,125,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Pb-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Lead,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.2,ug/L,Method Detection Level,0.1,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Mg-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Magnesium,200.8,USEPA,,6960,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,50,ug/L,Method Detection Level,25,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Mn-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Manganese,200.8,USEPA,,149,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Mo-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Molybdenum,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Ni-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Nickel,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-P-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Phosphorus,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,200,ug/L,Method Detection Level,100,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-K-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Potassium,200.8,USEPA,,2910,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Se-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Selenium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Si-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Silicon,200.8,USEPA,,9740,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,1000,ug/L,Method Detection Level,500,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Ag-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Silver,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Tl-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Thallium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Sn-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Tin,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Ti-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Titanium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,6.25,ug/L,Method Detection Level,3.13,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-V-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Vanadium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Zn-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Zinc,200.8,USEPA,,12.3,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,10,ug/L,Method Detection Level,5,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,9:55:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Na-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Sodium,200.8,USEPA,,39500,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,2500,ug/L,Method Detection Level,1250,ug/L,,"SGS North America, Anchorage, Alaska",1214655026,8/5/2021,11:05:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Total Nitrate/Nitrite-N-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Total Nitrate/Nitrite-N,4500-NO3(F),APHA,,NA,mg/L,U,Sampled,NA,Total,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.2,mg/L,Method Detection Level,0.1,mg/L,,"SGS North America, Anchorage, Alaska",1214655002,8/2/2021,11:49:00,,,Cold packs,Plastic Bottle,Opaque,H2SO4
KR RM 0 NNC,Water,Surface Water,KR RM 0 NNC-2021-07-27-Total P-DUP,7/27/2021,9:45:00,,,60.550888,-151.268417,,Quality Control Field Replicate Msr/Obs,15,cm,,,,,,NA,Total Phosphorus,4500-P-E,APHA,,NA,mg/L,U,Sampled,NA,Total,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.04,mg/L,Method Detection Level,0.02,mg/L,,"SGS North America, Anchorage, Alaska",1214655002,8/2/2021,17:11:00,,,Cold packs,Plastic Bottle,Opaque,H2SO4
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Total Nitrate/Nitrite-N,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Total Nitrate/Nitrite-N,4500-NO3(F),APHA,,NA,mg/L,U,Sampled,NA,Total,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.2,mg/L,Method Detection Level,0.1,mg/L,,"SGS North America, Anchorage, Alaska",1214655003,8/2/2021,11:51:00,,,Cold packs,Plastic Bottle,Opaque,H2SO4
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Total P,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Total Phosphorus,4500-P-E,APHA,,0.0749,mg/L,=,Sampled,NA,Total,Actual,,,Water Bottle,NA,Limit of Quantitation,0.04,mg/L,Method Detection Level,0.02,mg/L,,"SGS North America, Anchorage, Alaska",1214655003,8/2/2021,17:12:00,,,Cold packs,Plastic Bottle,Opaque,H2SO4
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Benzene,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Benzene,8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.4,ug/L,Method Detection Level,0.2,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Ethylbenzene,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Ethylbenzene,8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-o-Xylene,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,o-Xylene,8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-P & M -Xylene,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,P & M -Xylene,8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Toluene,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Toluene,8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Xylenes (total),7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Xylenes (total),8260D,USEPA,,NA,ug/L,U,Sampled,NA,Volatile,Actual,,,Water Bottle,Not Detected,Limit of Quantitation,3,ug/L,Method Detection Level,1.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655003,8/5/2021,20:17:00,,,Cold packs,Glass Vial,Brown,HCl
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Al,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Aluminum,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Sb,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Antimony,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-As,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Arsenic,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Ba,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Barium,200.8,USEPA,,9.57,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,3,ug/L,Method Detection Level,1.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Be,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Beryllium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.4,ug/L,Method Detection Level,0.2,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Cd,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Cadmium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.5,ug/L,Method Detection Level,0.25,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Cr,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Chromium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Co,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Cobalt,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,4,ug/L,Method Detection Level,2,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Cu,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Copper,200.8,USEPA,,1.73,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Fe,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Iron,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,250,ug/L,Method Detection Level,125,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Pb,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Lead,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,0.2,ug/L,Method Detection Level,0.1,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Mn,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Manganese,200.8,USEPA,,8.34,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Mo,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Molybdenum,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Ni,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Nickel,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,2,ug/L,Method Detection Level,1,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-P,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Phosphorus,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,200,ug/L,Method Detection Level,100,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-K,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Potassium,200.8,USEPA,,21200,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,500,ug/L,Method Detection Level,250,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Se,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Selenium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,5,ug/L,Method Detection Level,2.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Si,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Silicon,200.8,USEPA,,1540,ug/L,=,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,NA,Limit of Quantitation,1000,ug/L,Method Detection Level,500,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Ag,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Silver,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Tl,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Thallium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Sn,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Tin,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,1,ug/L,Method Detection Level,0.5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Ti,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Titanium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,6.25,ug/L,Method Detection Level,3.13,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-V,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Vanadium,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,20,ug/L,Method Detection Level,10,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
KR RM 1.5,Water,Surface Water,KR RM 1.5-2021-07-27-Zn,7/27/2021,10:30:00,,,60.54368,-151.22294,,Field Msr/Obs,15,cm,,,,,,NA,Zinc,200.8,USEPA,,NA,ug/L,U,Sampled,NA,"Filtered, field",Actual,,,Water Bottle,Not Detected,Limit of Quantitation,10,ug/L,Method Detection Level,5,ug/L,,"SGS North America, Anchorage, Alaska",1214655027,8/5/2021,9:58:00,,,Cold packs,Plastic Bottle,Opaque,HNO3
