"Project ID","Monitoring Location ID","Activity Media Name","Activity Media Subdivision Name","Activity ID","Activity Start Date","Activity Start Time","Activity End Date","Activity End Time","Activity Latitude","Activity Longitude","Activity Source Map Scale","Activity Type","Activity Depth/Height Measure","Activity Depth/Height Unit","Activity Top Depth/Height Measure","Activity Top Depth/Height Unit","Activity Bottom Depth/Height Measure","Activity Bottom Depth/Height Unit","Activity Relative Depth Name","Activity Comment","Characteristic Name","Result Analytical Method ID","Result Analytical Method Context","Method Speciation","Result Value","Result Unit","Result Qualifier","Result Status ID","Result Weight Basis","Statistical Base Code","Result Sample Fraction","Result Value Type","Result Comment","Sample Collection Method ID","Equipment ID","Result Detection Condition","Result Detection Limit Type 1","Result Detection Limit Value 1","Result Detection Limit Unit 1","Result Detection Limit Type 2","Result Detection Limit Value 2","Result Detection Limit Unit 2","Laboratory Accreditation Indicator","Laboratory Name","Laboratory Sample ID","Analysis Start Date","Analysis Start Time","Biological Intent","Subject Taxonomic Name","Thermal Preservative","Sample Container Type","Sample Container Color","Chemical Preservative"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-As-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-Cd-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-Cr-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-Cu-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-Pb-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000008","Water","Surface Water","KBL_t_00.0-2021-05-11-Zn-DUP","2021-05-11","10:20:00",NA,NA,60.550888,"-151.268417",NA,"Quality Control Field Replicate Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341053","2021-05-21","09:43:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","09:29:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.198,"mg/L","J","Rejected","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341017","2021-05-15","13:42:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Total P","2021-05-11","09:29:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.242,"mg/L","=","Accepted","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341017","2021-05-18","19:11:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-As","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,1.79,"ug/L","J","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Cd","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Cr","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Cu","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,1.72,"ug/L","=","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Pb","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000032","Water","Surface Water","KBL_t_74.0-2021-05-11-Zn","2021-05-11","09:30:00",NA,NA,60.484622,"-149.993955",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341056","2021-05-21","11:26:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.228,"mg/L","=","Rejected","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341020","2021-05-15","13:56:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Total P","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0141,"mg/L","J","Accepted","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341020","2021-05-18","19:14:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-As","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Cd","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Cr","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Cu","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Pb","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000016","Water","Surface Water","KBL_m_10.1-2021-05-11-Zn","2021-05-11","10:30:00",NA,NA,60.539279,"-151.14226300000001",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341042","2021-05-21","09:22:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Total Nitrate/Nitrite-N","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Nitrate/Nitrite-N","4500-NO3(F)","APHA",NA,0.109,"mg/L","J","Rejected","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",0.2,"mg/L","Method Detection Level",0.1,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341019","2021-05-15","13:55:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Total P","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Total Phosphorus","4500-P-E","APHA",NA,0.0843,"mg/L","=","Accepted","Sampled",NA,"Total","Actual",NA,NA,"Water Bottle",NA,"Limit of Quantitation",0.04,"mg/L","Method Detection Level",0.02,"mg/L",NA,"SGS North America, Anchorage, Alaska","1212341019","2021-05-18","19:13:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","H2SO4"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-As","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,2.62,"ug/L","J","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Present Below Quantification Limit","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Cd","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Cr","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Chromium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Cu","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Copper","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",1,"ug/L","Method Detection Level",0.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Pb","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Lead","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.2,"ug/L","Method Detection Level",0.1,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000015","Water","Surface Water","KBL_t_10.0-2021-05-11-Zn","2021-05-11","10:05:00",NA,NA,60.548029,"-151.14323999999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Zinc","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",10,"ug/L","Method Detection Level",5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341060","2021-05-21","11:38:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000017","Water","Surface Water","KBL_m_12.5-2021-05-11-As","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Arsenic","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",5,"ug/L","Method Detection Level",2.5,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
10000007,"KENAI_WQX-10000017","Water","Surface Water","KBL_m_12.5-2021-05-11-Cd","2021-05-11","10:50:00",NA,NA,60.533743,"-151.09925799999999",NA,"Field Msr/Obs",15,"cm",NA,NA,NA,NA,NA,NA,"Cadmium","200.8","USEPA",NA,NA,"ug/L","U","Rejected","Sampled",NA,"Filtered, field","Actual",NA,NA,"Water Bottle","Not Detected","Limit of Quantitation",0.5,"ug/L","Method Detection Level",0.25,"ug/L",NA,"SGS North America, Anchorage, Alaska","1212341044","2021-05-21","09:25:00",NA,NA,"Cold packs","Plastic Bottle","Opaque","HNO3"
