,sample,collect_date,sample_type,sample_condition,sample_condition_abbrv,analyte,lab_name,result
354,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
355,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
356,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
357,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",781
358,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
359,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",1460
360,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
361,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",1320
362,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
363,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
364,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
365,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
366,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",11.2
777,RM_12.5_Pillars,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
694,RM_12.5_Pillars,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.8
695,RM_12.5_Pillars,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.356
696,RM_12.5_Pillars,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.08
803,RM_18,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",14
827,RM_18,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",12.7
367,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
368,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
369,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
370,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
371,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
372,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",8.62
373,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
374,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
375,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",13900
376,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
377,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
378,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
379,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",NA
380,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
381,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",963
382,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",1.81
383,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
384,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
385,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
386,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",825
387,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
388,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",1530
389,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
390,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",1380
391,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
392,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
393,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
394,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
395,RM_18_Poachers_Cove,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",15.2
697,RM_18_Poachers_Cove,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.7
698,RM_18_Poachers_Cove,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.315
699,RM_18_Poachers_Cove,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.06
778,RM_18_Poachers_Creek,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
804,RM_19,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",4.333333333
828,RM_19,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",1
396,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
397,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.0417
398,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
399,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
400,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
401,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",12.9
402,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
403,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
404,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",18400
405,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
406,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
407,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
408,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",408
409,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
410,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",4330
411,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",80.2
412,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
413,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
414,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
415,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",918
416,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
417,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",9220
418,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
419,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",4810
420,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
421,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
422,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
423,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
424,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
779,RM_19_Slikok_Creek,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
700,RM_19_Slikok_Creek,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",15.6
701,RM_19_Slikok_Creek,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.889
702,RM_19_Slikok_Creek,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",4.37
805,RM_21,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",14.66666667
829,RM_21,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",9.7
425,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
426,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
427,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
428,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
429,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
430,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",8.69
431,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
432,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
433,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",13800
434,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
435,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
436,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
437,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",NA
438,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
439,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",953
440,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",1.98
441,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
442,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
443,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
444,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",827
445,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
446,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",1560
447,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
448,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",1350
449,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
450,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
451,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
452,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
453,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",24
780,RM_21_Soldotna_Bridge,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
703,Rm_21_Soldotna_Bridge,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.6
704,Rm_21_Soldotna_Bridge,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.29
705,Rm_21_Soldotna_Bridge,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.06
806,RM_22,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",9.333333333
830,RM_22,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",13.7
454,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
455,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",0.116
456,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
457,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
458,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",8.75
459,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",14
460,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
461,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
462,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",20900
463,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
464,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
465,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
466,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",357
467,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
468,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",4660
469,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",91.7
470,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
471,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
472,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
473,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",1520
474,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
475,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",10800
476,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
477,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",6020
478,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
479,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",2.88
480,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
481,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
482,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",15.9
781,RM_22_Soldotna_Creek,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",19
706,RM_22_Soldotna_Creek,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",18.3
707,RM_22_Soldotna_Creek,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",1.07
708,RM_22_Soldotna_Creek,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",4.93
807,RM_23,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",4.333333333
831,RM_23,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",11
483,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
484,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
485,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
486,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
487,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
488,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",8.71
489,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
490,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
491,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",13700
492,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
493,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
494,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
495,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",NA
496,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
497,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",936
498,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",3.83
499,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
500,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
501,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
502,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",810
503,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
504,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",1490
505,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
506,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",1310
507,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
508,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
509,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
510,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
511,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",10.4
782,RM_23_Swiftwater_Park,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",1
709,RM_23_Swiftwater_Park,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",11.8
710,RM_23_Swiftwater_Park,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.299
711,RM_23_Swiftwater_Park,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",1.06
808,RM_30,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",38.66666667
832,RM_30,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",15.3
512,RM_30_Funny_River,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
513,RM_30_Funny_River,7/27/2021,PS,NA,NA,Total Phosphorus,"SGS North America, Anchorage, Alaska",NA
514,RM_30_Funny_River,7/27/2021,PS,NA,NA,Aluminum,"SGS North America, Anchorage, Alaska",NA
515,RM_30_Funny_River,7/27/2021,PS,NA,NA,Antimony,"SGS North America, Anchorage, Alaska",NA
516,RM_30_Funny_River,7/27/2021,PS,NA,NA,Arsenic,"SGS North America, Anchorage, Alaska",NA
517,RM_30_Funny_River,7/27/2021,PS,NA,NA,Barium,"SGS North America, Anchorage, Alaska",6.69
518,RM_30_Funny_River,7/27/2021,PS,NA,NA,Beryllium,"SGS North America, Anchorage, Alaska",NA
519,RM_30_Funny_River,7/27/2021,PS,NA,NA,Cadmium,"SGS North America, Anchorage, Alaska",NA
520,RM_30_Funny_River,7/27/2021,PS,NA,NA,Calcium,"SGS North America, Anchorage, Alaska",11800
521,RM_30_Funny_River,7/27/2021,PS,NA,NA,Chromium,"SGS North America, Anchorage, Alaska",NA
522,RM_30_Funny_River,7/27/2021,PS,NA,NA,Cobalt,"SGS North America, Anchorage, Alaska",NA
523,RM_30_Funny_River,7/27/2021,PS,NA,NA,Copper,"SGS North America, Anchorage, Alaska",NA
524,RM_30_Funny_River,7/27/2021,PS,NA,NA,Iron,"SGS North America, Anchorage, Alaska",257
525,RM_30_Funny_River,7/27/2021,PS,NA,NA,Lead,"SGS North America, Anchorage, Alaska",NA
526,RM_30_Funny_River,7/27/2021,PS,NA,NA,Magnesium,"SGS North America, Anchorage, Alaska",3050
527,RM_30_Funny_River,7/27/2021,PS,NA,NA,Manganese,"SGS North America, Anchorage, Alaska",33.6
528,RM_30_Funny_River,7/27/2021,PS,NA,NA,Molybdenum,"SGS North America, Anchorage, Alaska",NA
529,RM_30_Funny_River,7/27/2021,PS,NA,NA,Nickel,"SGS North America, Anchorage, Alaska",NA
530,RM_30_Funny_River,7/27/2021,PS,NA,NA,Phosphorus,"SGS North America, Anchorage, Alaska",NA
531,RM_30_Funny_River,7/27/2021,PS,NA,NA,Potassium,"SGS North America, Anchorage, Alaska",688
532,RM_30_Funny_River,7/27/2021,PS,NA,NA,Selenium,"SGS North America, Anchorage, Alaska",NA
533,RM_30_Funny_River,7/27/2021,PS,NA,NA,Silicon,"SGS North America, Anchorage, Alaska",7830
534,RM_30_Funny_River,7/27/2021,PS,NA,NA,Silver,"SGS North America, Anchorage, Alaska",NA
535,RM_30_Funny_River,7/27/2021,PS,NA,NA,Sodium,"SGS North America, Anchorage, Alaska",3270
536,RM_30_Funny_River,7/27/2021,PS,NA,NA,Thallium,"SGS North America, Anchorage, Alaska",NA
537,RM_30_Funny_River,7/27/2021,PS,NA,NA,Tin,"SGS North America, Anchorage, Alaska",NA
538,RM_30_Funny_River,7/27/2021,PS,NA,NA,Titanium,"SGS North America, Anchorage, Alaska",NA
539,RM_30_Funny_River,7/27/2021,PS,NA,NA,Vanadium,"SGS North America, Anchorage, Alaska",NA
540,RM_30_Funny_River,7/27/2021,PS,NA,NA,Zinc,"SGS North America, Anchorage, Alaska",NA
783,RM_30_Funny_River,7/27/2021,PS,NA,NA,Fecal Coliform,"Taurianen Engineering and Testing, Soldotna, Alaska",24
712,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Calcium, Total","ALS Environmental, Kelso, Washington",10
713,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Iron, Total","ALS Environmental, Kelso, Washington",0.719
714,RM_30_Funny_River,7/27/2021,SMPL,NA,NA,"Magnesium, Total","ALS Environmental, Kelso, Washington",3.18
809,RM_31,5/11/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",7
810,RM_31,5/11/2021,PS,Field Duplicate,DUP,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",8
833,RM_31,7/27/2021,PS,NA,NA,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",9
834,RM_31,7/27/2021,PS,Field Duplicate,DUP,Total suspended solids,"Soldotna Wastewater Treatment Plant, Soldotna, Alaska",8.7
541,RM_31_Morgans_Landing,7/27/2021,PS,NA,NA,Total Nitrate/Nitrite-N,"SGS North America, Anchorage, Alaska",NA
